date,Open,High,Low,Volume,RSI,MACD,MACD_Signal,Close
2024-08-13 15:30:00,17170.740234375,17174.060546875,17145.009765625,0,59.67186856171181,11.37248625036591,3.554943632378957,17174.060546875
2024-08-14 09:30:00,17233.6796875,17254.23046875,17083.439453125,0,49.82747925874234,8.783779785662773,4.6007108630357205,17107.5703125
2024-08-14 10:30:00,17107.0390625,17159.390625,17105.75,0,59.493981822648,7.239447458206996,5.128458182069976,17114.890625
2024-08-14 11:30:00,17114.58984375,17133.880859375,17111.23046875,0,52.100222975498475,5.670913469934021,5.236949239642785,17111.4296875
2024-08-14 12:30:00,17116.23046875,17120.23046875,17055.69921875,0,45.457829366823404,1.8430576988430403,4.558170931482836,17079.66015625
2024-08-14 13:30:00,17080.310546875,17113.44921875,17065.05078125,0,51.05026696184399,-0.725455671090458,3.5014456109681777,17085.3203125
2024-08-14 14:30:00,17083.98046875,17106.26953125,17063.599609375,0,44.1988376149581,-1.6733553621052124,2.4664854163534997,17098.560546875
2024-08-14 15:30:00,17099.099609375,17118.0703125,17084.69921875,0,50.328032330866534,-1.2164089406869607,1.7299065449454079,17113.359375
2024-08-15 09:30:00,17008.2109375,17216.26953125,16926.470703125,0,64.86250013844125,6.946792524140619,2.77328374078445,17211.029296875
2024-08-15 10:30:00,17209.05078125,17283.650390625,17151.0,0,61.78296577224751,10.752969825367472,4.369220957701055,17179.560546875
2024-08-15 11:30:00,17178.1796875,17204.44921875,17166.51953125,0,56.16770498162981,12.930362997831253,6.081449365727094,17171.009765625
2024-08-15 12:30:00,17167.029296875,17185.16015625,17108.25,0,47.589136361197944,9.715394466311409,6.808238385843957,17111.169921875
2024-08-15 13:30:00,17112.400390625,17112.400390625,17039.91015625,0,42.758989369626754,2.8131915132289578,6.009229011320958,17057.609375
2024-08-15 14:30:00,17053.849609375,17129.44921875,17032.169921875,0,42.36476022819023,1.1714781495502393,5.041678838966814,17105.220703125
2024-08-15 15:30:00,17105.560546875,17111.4609375,17082.1796875,0,42.71154478675584,0.1845856278705469,4.070260196747561,17109.140625
2024-08-16 09:30:00,17286.0390625,17425.669921875,17255.859375,0,72.8346069147455,24.583754862986098,8.172959129995268,17424.720703125
2024-08-16 10:30:00,17415.44921875,17437.30078125,17366.58984375,0,69.54713783152623,41.05682009149314,14.749731322294842,17395.099609375
2024-08-16 11:30:00,17387.83984375,17419.83984375,17387.58984375,0,69.99017708532293,53.69539301164332,22.538863660164537,17397.609375
2024-08-16 12:30:00,17400.349609375,17449.359375,17378.880859375,0,74.25986503300018,65.14572967402273,31.060236862936176,17424.689453125
2024-08-16 13:30:00,17420.0703125,17473.890625,17404.44921875,0,72.29281028792903,72.00393028216786,39.24897554678252,17407.509765625
2024-08-16 14:30:00,17404.669921875,17441.55078125,17396.26953125,0,72.53569237446385,78.12260124686873,47.02370068679976,17427.140625
2024-08-16 15:30:00,17418.26953125,17432.259765625,17403.880859375,0,72.08464496171315,82.26702000842124,54.07236455112405,17430.16015625
2024-08-19 09:30:00,17569.66015625,17685.859375,17555.029296875,0,75.61530831424432,100.65218796965564,63.38832923483038,17631.6796875
2024-08-19 10:30:00,17635.919921875,17640.1796875,17586.9296875,0,76.42317077568487,112.09155744960299,73.12897487778491,17608.890625
2024-08-19 11:30:00,17612.05078125,17640.25,17608.939453125,0,77.3971677402234,120.23360535469328,82.54990097316659,17614.619140625
2024-08-19 12:30:00,17606.2109375,17619.01953125,17572.6796875,0,79.14714625812579,121.89692177914185,90.41930513436165,17572.6796875
2024-08-19 13:30:00,17572.05078125,17599.609375,17562.5390625,0,84.4133906229855,121.47830786776467,96.63110568104226,17568.509765625
2024-08-19 14:30:00,17570.0390625,17607.849609375,17569.76953125,0,83.49787727176493,120.27887536890557,101.36065961861493,17574.939453125
2024-08-19 15:30:00,17576.630859375,17581.30078125,17547.650390625,0,82.767698782922,117.54014210348396,104.59655611558874,17569.5703125
2024-08-20 09:30:00,17661.689453125,17661.689453125,17482.310546875,0,59.37843448528513,109.2008222205659,105.51740933658418,17508.720703125
2024-08-20 10:30:00,17510.640625,17528.939453125,17486.4609375,0,64.99441084968552,102.76684161035155,104.96729579133766,17525.5703125
2024-08-20 11:30:00,17524.970703125,17535.009765625,17500.369140625,0,62.03342642468679,95.02078702559447,102.97799403818902,17506.33984375
2024-08-20 12:30:00,17499.55078125,17522.369140625,17495.109375,0,59.21258187997332,87.64020555433672,99.91043634141857,17503.470703125
2024-08-20 13:30:00,17504.169921875,17507.189453125,17449.990234375,0,58.80535670540843,79.25229037823374,95.77880714878162,17483.330078125
2024-08-20 14:30:00,17483.349609375,17497.91015625,17475.58984375,0,57.13658591847138,72.00627927441019,91.02430157390734,17486.19921875
2024-08-20 15:30:00,17486.359375,17511.080078125,17475.41015625,0,59.287587706516625,67.49341856743195,86.31812497261225,17511.080078125
2024-08-21 09:30:00,17313.859375,17399.439453125,17232.130859375,0,15.283153820262541,52.23904874923028,79.50230972793587,17373.8203125
2024-08-21 10:30:00,17374.900390625,17415.48046875,17339.44921875,0,15.381276762415908,38.06336297287271,71.21452037692325,17353.400390625
2024-08-21 11:30:00,17355.830078125,17363.380859375,17343.9609375,0,13.74902645925863,25.89539241620514,62.15069478477963,17345.529296875
2024-08-21 12:30:00,17335.0703125,17357.16015625,17320.73046875,0,16.155200122445848,16.272017137722287,52.97495925536817,17348.099609375
2024-08-21 13:30:00,17349.91015625,17353.4296875,17319.099609375,0,15.698579044916826,7.44442448776681,43.8688523018479,17334.279296875
2024-08-21 14:30:00,17333.580078125,17381.990234375,17325.970703125,0,22.86485948925167,3.4867186781120836,35.792425577100744,17372.4296875
2024-08-21 15:30:00,17370.19921875,17391.009765625,17360.390625,0,26.892026468908128,1.82838880669442,28.99961822301948,17391.009765625
2024-08-22 09:30:00,17497.630859375,17537.740234375,17417.4296875,0,38.56295855104637,3.316361862631311,23.862966950941846,17426.2109375
2024-08-22 10:30:00,17425.0390625,17449.41015625,17389.939453125,0,38.75132926322381,5.876984955029911,20.26577055175946,17444.169921875
2024-08-22 11:30:00,17444.330078125,17465.630859375,17442.51953125,0,43.620366944523035,9.121997342746909,18.03701590995695,17460.5390625
2024-08-22 12:30:00,17459.01953125,17493.990234375,17445.689453125,0,47.38089228407621,13.40079838904785,17.109772405775132,17483.609375
2024-08-22 13:30:00,17480.900390625,17521.98046875,17479.939453125,0,54.057109697042456,19.105294205790415,17.50887676577819,17515.009765625
2024-08-22 14:30:00,17516.310546875,17634.119140625,17506.75,0,64.52336896267997,32.77406072368831,20.561913557360214,17633.060546875
2024-08-22 15:30:00,17630.509765625,17652.80078125,17599.720703125,0,63.293431123723494,43.74306139897817,25.198143125683806,17641.0
2024-08-23 09:30:00,17521.1796875,17588.19921875,17496.439453125,0,63.4295716540227,40.97268159871601,28.35305082029025,17504.7890625
2024-08-23 10:30:00,17495.66015625,17600.5,17493.080078125,0,70.70425597448951,44.062928617331636,31.49502637969853,17576.58984375
2024-08-23 11:30:00,17565.1796875,17585.560546875,17564.1796875,0,70.79121708401965,45.40684500807038,34.2773901053729,17569.380859375
2024-08-23 12:30:00,17574.33984375,17610.25,17564.779296875,0,71.138030673483,46.663378846875275,36.75458785367338,17578.419921875
2024-08-23 13:30:00,17567.16015625,17594.76953125,17546.580078125,0,70.98559403585213,45.920264111220604,38.587723105182825,17563.4296875
2024-08-23 14:30:00,17553.25,17635.69921875,17553.25,0,71.92854942597957,49.321087341275415,40.73439595240134,17619.919921875
2024-08-23 15:30:00,17608.919921875,17622.80078125,17596.080078125,0,69.97015009632416,50.79964371991082,42.74744550590324,17612.099609375
2024-08-26 09:30:00,17709.26953125,17826.05078125,17709.26953125,0,74.62516136918586,62.287975427159836,46.65555149015456,17748.849609375
2024-08-26 10:30:00,17748.4296875,17792.349609375,17716.330078125,0,75.27295335824148,73.38065332683254,52.00057185749016,17783.970703125
2024-08-26 11:30:00,17784.779296875,17791.580078125,17746.66015625,0,71.61174776915783,79.01113693538719,57.40268487306957,17756.08984375
2024-08-26 12:30:00,17752.91015625,17754.26953125,17720.55078125,0,69.69338934593617,81.8209508801483,62.286338074485315,17747.30078125
2024-08-26 13:30:00,17748.189453125,17780.919921875,17741.970703125,0,69.69966545233936,85.60587618296267,66.95024569618079,17778.83984375
2024-08-26 14:30:00,17780.490234375,17820.41015625,17774.939453125,0,64.59162005651162,89.3067567486105,71.42154790666673,17800.2890625
2024-08-26 15:30:00,17798.51953125,17806.94921875,17770.859375,0,63.917842026168124,91.06423396672471,75.35008511867832,17798.73046875
2024-08-27 09:30:00,17663.80078125,17746.859375,17624.419921875,0,72.01899886985464,85.62226704824934,77.40452150459254,17726.259765625
2024-08-27 10:30:00,17725.91015625,17789.4296875,17725.83984375,0,69.43206985209886,82.71541973123385,78.46670114992081,17755.5
2024-08-27 11:30:00,17758.640625,17758.640625,17728.23046875,0,69.73949433007044,79.08215494175602,78.58979190828785,17750.3203125
2024-08-27 12:30:00,17743.169921875,17813.130859375,17743.169921875,0,71.1237535989069,77.80807232246298,78.43344799112288,17781.330078125
2024-08-27 13:30:00,17779.9609375,17862.19921875,17778.5390625,0,75.76418545560301,79.52084740196369,78.65092787329104,17826.4296875
2024-08-27 14:30:00,17826.8203125,17853.439453125,17818.970703125,0,73.82513999958672,81.44666223744935,79.2100747461227,17845.109375
2024-08-27 15:30:00,17838.25,17879.26953125,17833.0390625,0,76.5583019881784,84.38543073690016,80.24514594427819,17874.669921875
2024-08-28 09:30:00,17847.990234375,17879.009765625,17686.689453125,0,44.66912361886679,71.08727169673512,78.41357109476958,17691.16015625
2024-08-28 10:30:00,17692.26953125,17738.630859375,17686.98046875,0,44.76701449943789,62.73655763595889,75.27816840300744,17727.240234375
